school,total_enrollment,year,asian,black,hispanic,white,other,poverty
"Archimedes Academy for Math, Science and Technolog",692,2016-17,58,220,392,14,8,559
"Archimedes Academy for Math, Science and Technolog",686,2017-18,68,192,406,13,7,566
Urban Institute of Mathematics,290,2013-14,12,39,154,83,2,216
Urban Institute of Mathematics,290,2014-15,11,43,157,78,1,216
Urban Institute of Mathematics,288,2015-16,13,43,170,61,1,220
Urban Institute of Mathematics,339,2016-17,11,48,213,63,4,268
Urban Institute of Mathematics,350,2017-18,14,43,230,56,7,270
The Bronx Mathematics Preparatory School,284,2013-14,7,95,178,4,0,275
The Bronx Mathematics Preparatory School,278,2014-15,8,100,165,4,1,268
The Bronx Mathematics Preparatory School,251,2015-16,6,84,159,0,2,247
The Bronx Mathematics Preparatory School,239,2016-17,4,82,140,4,9,237
The Bronx Mathematics Preparatory School,240,2017-18,6,68,157,3,6,238
Antonia Pantoja Preparatory Academy: A College Boa,466,2013-14,21,111,329,3,2,302
Antonia Pantoja Preparatory Academy: A College Boa,450,2014-15,27,109,307,4,3,302
Antonia Pantoja Preparatory Academy: A College Boa,415,2015-16,29,93,283,3,7,287
Antonia Pantoja Preparatory Academy: A College Boa,420,2016-17,30,90,290,5,5,288
Antonia Pantoja Preparatory Academy: A College Boa,404,2017-18,29,75,285,9,6,329
Bronx Community High School,198,2013-14,6,73,113,5,1,138
Bronx Community High School,165,2014-15,4,71,84,5,1,107
Bronx Community High School,176,2015-16,4,66,101,3,2,113
Bronx Community High School,180,2016-17,5,62,108,3,2,124
Bronx Community High School,175,2017-18,5,62,106,1,1,140
Bronx Delta School,74,2014-15,3,5,46,17,3,56
Bronx Delta School,149,2015-16,5,10,110,23,1,117
Bronx Delta School,204,2016-17,14,19,134,35,2,149
Bronx Delta School,281,2017-18,13,28,192,45,3,208
Herbert H. Lehman High School,2059,2013-14,155,473,1189,217,25,1473
Herbert H. Lehman High School,1535,2014-15,143,339,872,160,21,1115
Herbert H. Lehman High School,1092,2015-16,130,246,582,116,18,767
Herbert H. Lehman High School,829,2016-17,115,188,413,92,21,603
Herbert H. Lehman High School,732,2017-18,112,172,358,77,13,590
The Hunts Point School,361,2013-14,0,105,252,4,0,332
The Hunts Point School,353,2014-15,1,103,247,1,1,325
The Hunts Point School,316,2015-16,0,65,244,4,3,300
The Hunts Point School,297,2016-17,1,65,227,0,4,263
The Hunts Point School,309,2017-18,4,71,227,3,4,292
New Directions Secondary School,107,2013-14,0,32,75,0,0,100
Bronx Bridges High School,313,2013-14,20,25,259,5,4,251
Bronx Bridges High School,333,2014-15,26,23,275,6,3,248
Bronx Bridges High School,315,2015-16,28,18,258,8,3,212
Bronx Bridges High School,332,2016-17,42,14,255,12,9,208
Bronx Bridges High School,341,2017-18,37,15,266,19,4,272
Soundview Academy for Culture and Scholarship,305,2013-14,8,98,196,3,0,245
Soundview Academy for Culture and Scholarship,348,2014-15,11,103,229,3,2,252
Soundview Academy for Culture and Scholarship,362,2015-16,8,111,236,5,2,260
Soundview Academy for Culture and Scholarship,375,2016-17,8,118,243,5,1,277
Soundview Academy for Culture and Scholarship,385,2017-18,10,130,239,4,2,305
Gotham Collaborative High School,315,2013-14,12,96,202,4,1,230
Gotham Collaborative High School,326,2014-15,13,105,201,4,3,242
Gotham Collaborative High School,322,2015-16,10,100,205,3,4,231
Gotham Collaborative High School,296,2016-17,12,88,187,2,7,215
Gotham Collaborative High School,553,2017-18,34,170,325,12,12,474
Mott Hall Community School,262,2013-14,7,27,179,49,0,209
Mott Hall Community School,225,2014-15,4,23,157,41,0,173
Mott Hall Community School,249,2015-16,9,24,172,44,0,210
Mott Hall Community School,324,2016-17,11,45,226,41,1,273
Mott Hall Community School,331,2017-18,9,58,228,36,0,286
Felisa Rincon de Gautier Institute for Law and Pub,341,2013-14,6,89,236,6,4,284
Felisa Rincon de Gautier Institute for Law and Pub,307,2014-15,6,81,209,6,5,262
Felisa Rincon de Gautier Institute for Law and Pub,275,2015-16,9,69,186,5,6,245
Felisa Rincon de Gautier Institute for Law and Pub,242,2016-17,5,55,175,4,3,218
Felisa Rincon de Gautier Institute for Law and Pub,148,2017-18,4,29,110,4,1,137
Longwood Preparatory Academy,364,2013-14,2,132,226,3,1,302
Longwood Preparatory Academy,325,2014-15,0,122,198,2,3,298
Longwood Preparatory Academy,234,2015-16,1,83,146,3,1,201
Longwood Preparatory Academy,172,2016-17,1,60,109,1,1,151
Longwood Preparatory Academy,199,2017-18,3,59,132,4,1,175
Bronx Arena High School,214,2013-14,1,80,130,2,1,168
Bronx Arena High School,207,2014-15,1,70,130,4,2,166
Bronx Arena High School,215,2015-16,2,79,126,5,3,165
Bronx Arena High School,214,2016-17,1,80,126,5,2,182
Bronx Arena High School,226,2017-18,2,86,132,4,2,201
Westchester Square Academy,251,2013-14,11,78,133,21,8,200
Westchester Square Academy,396,2014-15,18,106,224,35,13,286
Westchester Square Academy,540,2015-16,31,134,304,53,18,330
Westchester Square Academy,589,2016-17,33,141,339,59,17,400
Westchester Square Academy,609,2017-18,30,140,358,68,13,491
School for Tourism and Hospitality,161,2013-14,2,58,95,0,6,151
School for Tourism and Hospitality,240,2014-15,3,84,147,0,6,220
School for Tourism and Hospitality,305,2015-16,5,109,182,4,5,275
School for Tourism and Hospitality,305,2016-17,3,116,175,5,6,271
School for Tourism and Hospitality,305,2017-18,3,99,196,6,1,276
Bronx Compass High School,195,2013-14,3,72,110,3,7,142
Bronx Compass High School,332,2014-15,8,116,199,3,6,238
Bronx Compass High School,440,2015-16,13,144,272,3,8,307
Bronx Compass High School,469,2016-17,12,147,294,10,6,315
Bronx Compass High School,457,2017-18,15,142,286,9,5,344
Blueprint Middle School,201,2013-14,34,38,123,4,2,175
Blueprint Middle School,306,2014-15,61,59,179,4,3,244
Blueprint Middle School,301,2015-16,69,55,168,3,6,252
Blueprint Middle School,333,2016-17,71,49,191,18,4,298
Blueprint Middle School,336,2017-18,63,48,204,17,4,282
P.S. 583,115,2017-18,45,15,39,9,7,98
P.S./M.S. 004 Crotona Park West,507,2013-14,2,270,229,4,2,499
P.S./M.S. 004 Crotona Park West,548,2014-15,2,288,250,5,3,529
P.S./M.S. 004 Crotona Park West,599,2015-16,3,315,271,5,5,575
P.S./M.S. 004 Crotona Park West,574,2016-17,4,314,243,5,8,554
P.S./M.S. 004 Crotona Park West,571,2017-18,4,311,243,7,6,528
P.S. 011 Highbridge,755,2013-14,3,222,518,7,5,716
P.S. 011 Highbridge,739,2014-15,2,240,490,5,2,718
P.S. 011 Highbridge,698,2015-16,2,206,482,3,5,675
P.S. 011 Highbridge,674,2016-17,1,181,486,5,1,619
P.S. 011 Highbridge,597,2017-18,0,157,433,5,2,557
J.H.S. 022 Jordan L. Mott,570,2013-14,9,159,396,5,1,523
J.H.S. 022 Jordan L. Mott,487,2014-15,6,138,339,2,2,474
J.H.S. 022 Jordan L. Mott,425,2015-16,4,108,307,5,1,402
J.H.S. 022 Jordan L. Mott,419,2016-17,2,86,325,3,3,388
J.H.S. 022 Jordan L. Mott,444,2017-18,6,92,335,9,2,433
P.S. 028 Mount Hope,736,2013-14,3,128,591,2,12,733
P.S. 028 Mount Hope,740,2014-15,4,141,589,3,3,736
P.S. 028 Mount Hope,768,2015-16,5,135,621,5,2,761
P.S. 028 Mount Hope,751,2016-17,9,143,589,8,2,732
P.S. 028 Mount Hope,720,2017-18,7,135,566,9,3,686
P.S. 035 Franz Siegel,661,2013-14,8,188,447,5,13,642
P.S. 035 Franz Siegel,710,2014-15,4,200,486,7,13,687
P.S. 035 Franz Siegel,696,2015-16,7,201,474,5,9,665
P.S. 035 Franz Siegel,671,2016-17,7,193,458,7,6,646
P.S. 035 Franz Siegel,661,2017-18,5,178,461,9,8,600
P.S. 042 Claremont,460,2013-14,3,200,247,8,2,457
P.S. 042 Claremont,453,2014-15,2,187,253,9,2,451
P.S. 042 Claremont,441,2015-16,2,179,249,9,2,437
P.S. 042 Claremont,444,2016-17,3,174,262,4,1,440
P.S. 042 Claremont,439,2017-18,3,179,255,1,1,438
P.S. 053 Basheer Quisim,1320,2013-14,12,469,827,11,1,1224
P.S. 053 Basheer Quisim,1321,2014-15,9,437,856,16,3,1203
P.S. 053 Basheer Quisim,1259,2015-16,10,414,811,20,4,1115
P.S. 053 Basheer Quisim,1189,2016-17,12,354,801,18,4,976
P.S. 053 Basheer Quisim,1143,2017-18,19,340,763,19,2,1041
P.S. 055 Benjamin Franklin,684,2013-14,0,344,340,0,0,657
P.S. 055 Benjamin Franklin,720,2014-15,1,360,356,1,2,682
P.S. 055 Benjamin Franklin,726,2015-16,0,341,381,1,3,681
P.S. 055 Benjamin Franklin,702,2016-17,1,348,348,4,1,656
P.S. 055 Benjamin Franklin,642,2017-18,0,323,312,7,0,625
P.S. 058,456,2013-14,1,107,333,8,7,417
P.S. 058,488,2014-15,1,121,353,6,7,453
P.S. 058,505,2015-16,1,131,358,7,8,437
P.S. 058,502,2016-17,3,136,349,9,5,441
P.S. 058,471,2017-18,2,118,339,9,3,449
P.S. 063 Author's Academy,588,2013-14,1,216,354,15,2,559
P.S. 063 Author's Academy,599,2014-15,3,208,372,12,4,564
P.S. 063 Author's Academy,650,2015-16,2,234,394,18,2,623
P.S. 063 Author's Academy,619,2016-17,3,225,366,20,5,592
P.S. 063 Author's Academy,589,2017-18,4,216,347,17,5,562
P.S. 070 Max Schoenfeld,1388,2013-14,22,346,1006,7,7,1368
P.S. 070 Max Schoenfeld,1332,2014-15,15,323,979,10,5,1314
P.S. 070 Max Schoenfeld,1356,2015-16,11,334,997,10,4,1333
P.S. 070 Max Schoenfeld,1282,2016-17,7,342,920,10,3,1260
P.S. 070 Max Schoenfeld,1227,2017-18,3,306,902,14,2,1181
P.S. 073 Bronx,872,2013-14,0,231,629,11,1,837
P.S. 073 Bronx,827,2014-15,1,206,608,11,1,761
P.S. 073 Bronx,793,2015-16,0,196,587,8,2,733
P.S. 073 Bronx,734,2016-17,1,186,531,11,5,670
P.S. 073 Bronx,706,2017-18,0,158,527,17,4,665
P.S. X088 - S. Silverstein Little Sparrow School,214,2013-14,3,70,141,0,0,187
P.S. X088 - S. Silverstein Little Sparrow School,205,2014-15,1,66,137,0,1,169
P.S. X088 - S. Silverstein Little Sparrow School,188,2015-16,1,58,127,0,2,157
P.S. X088 - S. Silverstein Little Sparrow School,169,2016-17,1,46,121,0,1,135
P.S. X088 - S. Silverstein Little Sparrow School,142,2017-18,1,28,111,2,0,131
P.S. 109 Sedgwick,819,2013-14,1,186,626,5,1,785
P.S. 109 Sedgwick,812,2014-15,3,177,626,5,1,757
P.S. 109 Sedgwick,769,2015-16,2,150,612,4,1,711
P.S. 109 Sedgwick,714,2016-17,0,133,578,3,0,657
P.S. 109 Sedgwick,661,2017-18,0,115,542,3,1,610
P.S. 110 Theodore Schoenfeld,471,2013-14,2,209,237,18,5,453
P.S. 110 Theodore Schoenfeld,481,2014-15,1,203,253,20,4,456
P.S. 110 Theodore Schoenfeld,476,2015-16,0,202,248,22,4,462
P.S. 110 Theodore Schoenfeld,469,2016-17,2,191,254,22,0,448
P.S. 110 Theodore Schoenfeld,458,2017-18,1,176,248,32,1,445
P.S. X114 - Luis Llorens Torres Schools,877,2013-14,38,192,629,8,10,868
P.S. X114 - Luis Llorens Torres Schools,833,2014-15,41,197,576,10,9,821
P.S. X114 - Luis Llorens Torres Schools,790,2015-16,32,175,561,15,7,771
P.S. X114 - Luis Llorens Torres Schools,795,2016-17,29,177,558,25,6,786
P.S. X114 - Luis Llorens Torres Schools,753,2017-18,26,172,528,22,5,711
I.S. 117 Joseph H. Wade,642,2013-14,9,106,515,4,8,610
I.S. 117 Joseph H. Wade,618,2014-15,10,97,503,5,3,547
I.S. 117 Joseph H. Wade,575,2015-16,12,95,461,4,3,501
I.S. 117 Joseph H. Wade,562,2016-17,11,100,444,4,3,494
I.S. 117 Joseph H. Wade,513,2017-18,10,90,409,2,2,485
P.S. 126 Dr Marjorie H Dunbar,704,2013-14,0,188,506,8,2,684
P.S. 126 Dr Marjorie H Dunbar,723,2014-15,4,203,506,8,2,701
P.S. 126 Dr Marjorie H Dunbar,718,2015-16,4,190,507,14,3,690
P.S. 126 Dr Marjorie H Dunbar,625,2016-17,4,144,464,11,2,609
P.S. 126 Dr Marjorie H Dunbar,571,2017-18,5,127,426,10,3,553
Mott Hall III,363,2013-14,10,146,206,1,0,344
Mott Hall III,359,2014-15,6,150,202,1,0,337
Mott Hall III,371,2015-16,6,166,197,1,1,340
Mott Hall III,360,2016-17,6,155,197,0,2,335
Mott Hall III,363,2017-18,4,149,203,2,5,339
P.S. 132 Garret A. Morgan,492,2013-14,1,215,270,4,2,440
P.S. 132 Garret A. Morgan,487,2014-15,2,206,275,2,2,416
P.S. 132 Garret A. Morgan,442,2015-16,2,195,240,2,3,368
P.S. 132 Garret A. Morgan,403,2016-17,1,171,226,3,2,335
P.S. 132 Garret A. Morgan,370,2017-18,1,166,202,1,0,348
P.S. 163 Arthur A. Schomburg,589,2013-14,7,189,387,3,3,583
P.S. 163 Arthur A. Schomburg,566,2014-15,8,204,348,2,4,561
P.S. 163 Arthur A. Schomburg,549,2015-16,7,202,329,6,5,542
P.S. 163 Arthur A. Schomburg,523,2016-17,6,184,322,8,3,517
P.S. 163 Arthur A. Schomburg,481,2017-18,4,175,293,7,2,479
P.S. 170,283,2013-14,5,63,205,7,3,228
P.S. 170,275,2014-15,10,54,201,3,7,211
P.S. 170,297,2015-16,6,60,224,3,4,227
P.S. 170,276,2016-17,6,70,193,4,3,203
P.S. 170,263,2017-18,4,67,187,3,2,231
P.S. 199X - The Shakespeare School,797,2013-14,2,246,543,5,1,781
P.S. 199X - The Shakespeare School,798,2014-15,2,238,547,7,4,767
P.S. 199X - The Shakespeare School,806,2015-16,3,242,543,12,6,786
P.S. 199X - The Shakespeare School,799,2016-17,8,237,534,14,6,769
P.S. 199X - The Shakespeare School,749,2017-18,11,193,505,16,24,730
P.S. 204 Morris Heights,583,2013-14,2,171,400,4,6,472
P.S. 204 Morris Heights,591,2014-15,7,165,408,5,6,459
P.S. 204 Morris Heights,620,2015-16,9,177,418,10,6,476
P.S. 204 Morris Heights,619,2016-17,10,173,419,11,6,476
P.S. 204 Morris Heights,630,2017-18,12,167,441,6,4,538
Kappa,335,2013-14,24,166,140,3,2,305
Kappa,299,2014-15,14,139,141,3,2,257
Kappa,269,2015-16,16,121,128,1,3,203
Kappa,256,2016-17,17,114,120,2,3,196
Kappa,317,2017-18,18,150,142,4,3,287
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,930,2013-14,38,67,806,4,15,707
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,960,2014-15,36,61,847,8,8,749
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1005,2015-16,42,53,896,6,8,791
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,998,2016-17,33,48,897,11,9,773
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1009,2017-18,28,44,918,11,8,875
I.S. 219 New Venture School,373,2013-14,3,147,222,0,1,350
I.S. 219 New Venture School,326,2014-15,2,114,207,2,1,292
I.S. 219 New Venture School,331,2015-16,2,121,202,4,2,300
I.S. 219 New Venture School,311,2016-17,2,124,180,3,2,278
I.S. 219 New Venture School,352,2017-18,2,135,211,3,1,332
Bronx Collegiate Academy,356,2013-14,4,106,244,1,1,277
Bronx Collegiate Academy,382,2014-15,5,109,264,1,3,280
Bronx Collegiate Academy,395,2015-16,4,97,289,2,3,295
Bronx Collegiate Academy,407,2016-17,9,104,287,4,3,299
Bronx Collegiate Academy,396,2017-18,12,80,295,6,3,338
I.S. 229 Roland Patterson,208,2013-14,0,94,114,0,0,189
I.S. 229 Roland Patterson,248,2014-15,0,100,146,2,0,198
I.S. 229 Roland Patterson,266,2015-16,2,94,167,2,1,217
I.S. 229 Roland Patterson,237,2016-17,2,80,152,1,2,199
I.S. 229 Roland Patterson,246,2017-18,1,96,146,0,3,228
Eagle Academy for Young Men,645,2013-14,0,394,237,3,11,521
Eagle Academy for Young Men,608,2014-15,1,364,231,2,10,495
Eagle Academy for Young Men,568,2015-16,2,327,224,1,14,479
Eagle Academy for Young Men,526,2016-17,5,300,207,2,12,421
Eagle Academy for Young Men,511,2017-18,3,281,218,2,7,400
I.S. 232,542,2013-14,0,109,427,5,1,519
I.S. 232,549,2014-15,0,115,428,5,1,517
I.S. 232,511,2015-16,1,103,402,3,2,483
I.S. 232,476,2016-17,5,101,365,1,4,465
I.S. 232,488,2017-18,4,91,389,4,0,470
P.S. 236 Langston Hughes,405,2013-14,2,114,283,4,2,395
P.S. 236 Langston Hughes,388,2014-15,1,109,271,5,2,379
P.S. 236 Langston Hughes,321,2015-16,0,94,219,5,3,313
P.S. 236 Langston Hughes,312,2016-17,4,85,216,4,3,305
P.S. 236 Langston Hughes,291,2017-18,3,69,212,4,3,283
Urban Assembly School for Applied Math and Science,605,2013-14,9,201,385,8,2,563
Urban Assembly School for Applied Math and Science,619,2014-15,5,212,392,6,4,578
Urban Assembly School for Applied Math and Science,622,2015-16,4,210,400,4,4,583
Urban Assembly School for Applied Math and Science,635,2016-17,3,222,402,4,4,609
Urban Assembly School for Applied Math and Science,616,2017-18,1,202,404,4,5,576
Eximius College Preparatory Academy: A College Boa,423,2013-14,2,179,237,3,2,392
Eximius College Preparatory Academy: A College Boa,449,2014-15,5,204,233,3,4,423
Eximius College Preparatory Academy: A College Boa,438,2015-16,7,190,233,3,5,394
Eximius College Preparatory Academy: A College Boa,433,2016-17,9,167,249,3,5,357
Eximius College Preparatory Academy: A College Boa,432,2017-18,8,149,265,2,8,358
Mott Hall Bronx High School,379,2013-14,1,81,289,3,5,341
Mott Hall Bronx High School,402,2014-15,5,79,307,4,7,362
Mott Hall Bronx High School,403,2015-16,3,82,305,4,9,366
Mott Hall Bronx High School,390,2016-17,3,81,294,4,8,347
Mott Hall Bronx High School,387,2017-18,3,91,284,3,6,357
Bronx Center for Science and Mathematics,461,2013-14,26,119,307,6,3,389
Bronx Center for Science and Mathematics,457,2014-15,29,117,300,8,3,381
Bronx Center for Science and Mathematics,460,2015-16,37,118,293,7,5,412
Bronx Center for Science and Mathematics,458,2016-17,32,98,317,7,4,398
Bronx Center for Science and Mathematics,463,2017-18,33,106,309,10,5,398
Validus Preparatory Academy,374,2013-14,9,114,249,2,0,340
Validus Preparatory Academy,375,2014-15,6,101,265,3,0,330
Validus Preparatory Academy,394,2015-16,5,109,277,2,1,334
Validus Preparatory Academy,397,2016-17,1,113,275,5,3,339
Validus Preparatory Academy,372,2017-18,1,101,262,6,2,322
The New American Academy at Roberto Clemente State,312,2013-14,0,118,183,6,5,304
The New American Academy at Roberto Clemente State,506,2014-15,1,179,309,9,8,451
The New American Academy at Roberto Clemente State,692,2015-16,3,270,406,7,6,612
The New American Academy at Roberto Clemente State,807,2016-17,4,306,480,8,9,754
The New American Academy at Roberto Clemente State,797,2017-18,5,292,478,10,12,747
The Walton Avenue School,257,2013-14,4,61,182,10,0,251
The Walton Avenue School,338,2014-15,7,73,246,10,2,329
The Walton Avenue School,425,2015-16,6,93,311,11,4,411
The Walton Avenue School,497,2016-17,5,88,389,9,6,475
The Walton Avenue School,515,2017-18,5,92,403,7,8,495
Morris Academy for Collaborative Studies,464,2013-14,5,131,325,1,2,424
Morris Academy for Collaborative Studies,471,2014-15,4,124,338,1,4,436
Morris Academy for Collaborative Studies,443,2015-16,6,115,314,5,3,400
Morris Academy for Collaborative Studies,394,2016-17,3,99,285,4,3,370
Morris Academy for Collaborative Studies,401,2017-18,6,115,274,4,2,378
I.S. X303 Leadership & Community Service,325,2013-14,0,78,245,2,0,321
I.S. X303 Leadership & Community Service,287,2014-15,0,65,220,2,0,282
I.S. X303 Leadership & Community Service,319,2015-16,1,74,240,3,1,315
I.S. X303 Leadership & Community Service,320,2016-17,2,74,241,1,2,319
I.S. X303 Leadership & Community Service,332,2017-18,3,86,237,3,3,330
Lucero Elementary School,156,2013-14,0,12,141,1,2,155
Lucero Elementary School,234,2014-15,0,22,207,3,2,231
Lucero Elementary School,313,2015-16,3,31,273,3,3,303
Lucero Elementary School,410,2016-17,4,40,359,4,3,395
Lucero Elementary School,402,2017-18,3,32,364,1,2,394
I.S. 313 School of Leadership Development,382,2013-14,5,108,266,1,2,313
I.S. 313 School of Leadership Development,348,2014-15,5,96,244,2,1,280
I.S. 313 School of Leadership Development,309,2015-16,3,100,206,0,0,246
I.S. 313 School of Leadership Development,308,2016-17,1,99,205,3,0,236
I.S. 313 School of Leadership Development,315,2017-18,2,93,217,3,0,291
Bronx Writing Academy,497,2013-14,9,160,325,3,0,464
Bronx Writing Academy,460,2014-15,13,145,295,6,1,427
Bronx Writing Academy,464,2015-16,15,139,304,5,1,433
Bronx Writing Academy,451,2016-17,7,147,284,9,4,432
Bronx Writing Academy,438,2017-18,7,140,280,6,5,416
Bronx Early College Academy for Teaching & Learnin,508,2013-14,16,164,321,5,2,466
Bronx Early College Academy for Teaching & Learnin,503,2014-15,15,149,333,5,1,471
Bronx Early College Academy for Teaching & Learnin,504,2015-16,13,146,333,9,3,409
